Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Average,Poor,Not Interested,Beginner,Not Interested,Not Interested,Average,Intermediate,Intermediate,Not Interested,Beginner,Average,Intermediate,Poor,Application Support Engineer
Not Interested,Excellent,Beginner,Intermediate,Not Interested,Poor,Intermediate,Excellent,Not Interested,Beginner,Beginner,Poor,Beginner,Not Interested,Hardware Engineer
Average,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Beginner,Intermediate,Beginner,Intermediate,Average,Intermediate,Not Interested,Poor,Data Scientist
Beginner,Not Interested,Poor,Not Interested,Beginner,Not Interested,Intermediate,Intermediate,Excellent,Not Interested,Not Interested,Average,Excellent,Poor,Customer Service Executive
Intermediate,Average,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Average,Average,Beginner,Poor,Intermediate,Intermediate,Not Interested,Project Manager
Beginner,Poor,Average,Not Interested,Intermediate,Intermediate,Not Interested,Poor,Not Interested,Not Interested,Average,Beginner,Not Interested,Not Interested,API Specialist
Average,Beginner,Excellent,Average,Average,Poor,Not Interested,Excellent,Intermediate,Poor,Beginner,Poor,Not Interested,Poor,Cyber Security Specialist
Intermediate,Average,Average,Beginner,Intermediate,Average,Intermediate,Excellent,Not Interested,Beginner,Excellent,Beginner,Not Interested,Not Interested,Software Developer
Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Average,Poor,Excellent,Poor,Not Interested,Intermediate,Average,Not Interested,Customer Service Executive
Beginner,Beginner,Poor,Poor,Beginner,Not Interested,Average,Intermediate,Excellent,Not Interested,Average,Average,Excellent,Not Interested,Technical Writer
Excellent,Not Interested,Excellent,Excellent,Not Interested,Excellent,Poor,Intermediate,Average,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Cyber Security Specialist
Not Interested,Not Interested,Beginner,Beginner,Poor,Not Interested,Beginner,Beginner,Excellent,Not Interested,Poor,Average,Excellent,Not Interested,Customer Service Executive
Poor,Not Interested,Not Interested,Not Interested,Beginner,Intermediate,Beginner,Intermediate,Not Interested,Intermediate,Poor,Not Interested,Intermediate,Not Interested,Data Scientist
Not Interested,Poor,Not Interested,Average,Not Interested,Intermediate,Intermediate,Excellent,Average,Intermediate,Intermediate,Average,Intermediate,Not Interested,Data Scientist
Intermediate,Poor,Beginner,Beginner,Beginner,Intermediate,Poor,Intermediate,Average,Poor,Beginner,Not Interested,Not Interested,Poor,Software Developer
Intermediate,Average,Excellent,Intermediate,Average,Beginner,Not Interested,Excellent,Excellent,Poor,Average,Not Interested,Beginner,Poor,Cyber Security Specialist
Average,Beginner,Not Interested,Not Interested,Average,Average,Not Interested,Excellent,Average,Not Interested,Intermediate,Poor,Not Interested,Not Interested,Software Developer
Poor,Beginner,Excellent,Beginner,Poor,Not Interested,Poor,Beginner,Average,Not Interested,Not Interested,Poor,Average,Not Interested,Cyber Security Specialist
Poor,Beginner,Poor,Not Interested,Beginner,Intermediate,Beginner,Excellent,Beginner,Excellent,Intermediate,Not Interested,Intermediate,Beginner,Data Scientist
Not Interested,Average,Intermediate,Excellent,Poor,Intermediate,Average,Excellent,Not Interested,Not Interested,Beginner,Not Interested,Intermediate,Not Interested,Information Security Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Poor,Beginner,Not Interested,Not Interested,Poor,Average,Excellent,Graphics Designer
Excellent,Intermediate,Average,Intermediate,Excellent,Excellent,Not Interested,Excellent,Excellent,Average,Excellent,Beginner,Intermediate,Poor,API Specialist
Not Interested,Not Interested,Beginner,Beginner,Excellent,Excellent,Poor,Excellent,Poor,Excellent,Average,Poor,Intermediate,Average,AI ML Specialist
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Average,Intermediate,Poor,Not Interested,Beginner,Excellent,Not Interested,Helpdesk Engineer
Excellent,Average,Poor,Excellent,Poor,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Average,Poor,Intermediate,Poor,Database Administrator
Beginner,Not Interested,Intermediate,Intermediate,Poor,Not Interested,Beginner,Average,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Helpdesk Engineer
Poor,Beginner,Not Interested,Average,Excellent,Not Interested,Poor,Intermediate,Beginner,Beginner,Excellent,Not Interested,Not Interested,Poor,Software Tester
Not Interested,Average,Intermediate,Average,Poor,Not Interested,Beginner,Average,Not Interested,Not Interested,Poor,Poor,Beginner,Not Interested,Cyber Security Specialist
Beginner,Beginner,Average,Not Interested,Average,Average,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Poor,Intermediate,Average,Software Developer
Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Poor,Poor,Intermediate,Not Interested,Not Interested,Not Interested,Average,Excellent,Graphics Designer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Intermediate,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Customer Service Executive
Not Interested,Excellent,Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Intermediate,Not Interested,Average,Intermediate,Not Interested,Not Interested,Poor,API Specialist
Poor,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Technical Writer
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Beginner,Excellent,Poor,Not Interested,Not Interested,Excellent,Not Interested,Customer Service Executive
Average,Intermediate,Beginner,Poor,Average,Excellent,Average,Excellent,Not Interested,Excellent,Poor,Intermediate,Intermediate,Beginner,AI ML Specialist
Not Interested,Average,Average,Beginner,Not Interested,Average,Intermediate,Beginner,Excellent,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Information Security Specialist
Beginner,Not Interested,Intermediate,Beginner,Not Interested,Beginner,Poor,Average,Excellent,Not Interested,Not Interested,Poor,Intermediate,Poor,Cyber Security Specialist
Not Interested,Beginner,Not Interested,Poor,Not Interested,Beginner,Excellent,Not Interested,Excellent,Not Interested,Beginner,Excellent,Excellent,Poor,Project Manager
Average,Average,Beginner,Poor,Intermediate,Intermediate,Average,Excellent,Average,Excellent,Intermediate,Average,Beginner,Poor,Data Scientist
Not Interested,Intermediate,Poor,Beginner,Poor,Not Interested,Average,Excellent,Excellent,Poor,Not Interested,Not Interested,Excellent,Beginner,Technical Writer
Not Interested,Poor,Average,Average,Not Interested,Beginner,Poor,Average,Intermediate,Not Interested,Not Interested,Average,Not Interested,Poor,Information Security Specialist
Excellent,Beginner,Excellent,Average,Beginner,Average,Not Interested,Average,Average,Beginner,Intermediate,Not Interested,Not Interested,Not Interested,Database Administrator
Beginner,Average,Excellent,Average,Beginner,Poor,Poor,Average,Average,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Cyber Security Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Excellent,Not Interested,Average,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Business Analyst
Not Interested,Average,Average,Intermediate,Not Interested,Poor,Average,Excellent,Average,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Information Security Specialist
Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Customer Service Executive
Beginner,Average,Excellent,Intermediate,Not Interested,Intermediate,Beginner,Intermediate,Average,Poor,Average,Not Interested,Intermediate,Beginner,Networking Engineer
Not Interested,Poor,Not Interested,Beginner,Not Interested,Not Interested,Intermediate,Not Interested,Intermediate,Beginner,Beginner,Intermediate,Average,Beginner,Business Analyst
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Not Interested,Beginner,Beginner,Poor,Not Interested,Software Tester
Not Interested,Average,Excellent,Excellent,Poor,Not Interested,Not Interested,Excellent,Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Cyber Security Specialist
Not Interested,Poor,Not Interested,Beginner,Beginner,Not Interested,Excellent,Beginner,Excellent,Not Interested,Poor,Not Interested,Average,Poor,Project Manager
Average,Beginner,Not Interested,Not Interested,Intermediate,Excellent,Average,Excellent,Not Interested,Excellent,Intermediate,Not Interested,Intermediate,Average,Data Scientist
Beginner,Not Interested,Not Interested,Not Interested,Poor,Average,Beginner,Average,Not Interested,Intermediate,Beginner,Average,Not Interested,Beginner,Data Scientist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Business Analyst
Beginner,Excellent,Beginner,Average,Intermediate,Beginner,Average,Excellent,Average,Beginner,Intermediate,Average,Beginner,Poor,Hardware Engineer
Poor,Intermediate,Intermediate,Excellent,Beginner,Poor,Not Interested,Average,Poor,Not Interested,Beginner,Beginner,Average,Not Interested,Cyber Security Specialist
Excellent,Not Interested,Average,Not Interested,Beginner,Not Interested,Not Interested,Excellent,Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Not Interested,Database Administrator
Beginner,Average,Excellent,Intermediate,Not Interested,Not Interested,Average,Excellent,Intermediate,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Information Security Specialist
Poor,Not Interested,Not Interested,Beginner,Not Interested,Poor,Beginner,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Excellent,Not Interested,Customer Service Executive
Intermediate,Poor,Not Interested,Not Interested,Beginner,Beginner,Excellent,Not Interested,Excellent,Poor,Not Interested,Excellent,Not Interested,Not Interested,Business Analyst
Intermediate,Not Interested,Average,Beginner,Average,Intermediate,Not Interested,Average,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Software Developer
Excellent,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Excellent,Average,Not Interested,Excellent,Beginner,Excellent,Not Interested,API Specialist
Average,Not Interested,Beginner,Poor,Not Interested,Poor,Beginner,Average,Intermediate,Beginner,Not Interested,Excellent,Average,Not Interested,Business Analyst
Not Interested,Not Interested,Excellent,Not Interested,Excellent,Excellent,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,API Specialist
Beginner,Intermediate,Beginner,Excellent,Not Interested,Poor,Poor,Average,Not Interested,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Networking Engineer
Not Interested,Beginner,Not Interested,Not Interested,Average,Average,Poor,Average,Average,Beginner,Intermediate,Not Interested,Average,Poor,Software Developer
Intermediate,Excellent,Excellent,Excellent,Average,Intermediate,Intermediate,Excellent,Excellent,Average,Beginner,Beginner,Excellent,Not Interested,Cyber Security Specialist
Not Interested,Poor,Beginner,Average,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Information Security Specialist
Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Beginner,Not Interested,Average,Intermediate,Not Interested,Not Interested,Not Interested,Average,Poor,Cyber Security Specialist
Excellent,Beginner,Beginner,Beginner,Average,Not Interested,Poor,Intermediate,Poor,Not Interested,Not Interested,Poor,Poor,Not Interested,Database Administrator
Average,Poor,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Intermediate,Poor,Not Interested,Excellent,Excellent,Poor,Business Analyst
Average,Intermediate,Excellent,Excellent,Not Interested,Poor,Beginner,Excellent,Average,Beginner,Not Interested,Beginner,Beginner,Not Interested,Information Security Specialist
Beginner,Poor,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Beginner,Beginner,Poor,Average,Not Interested,Intermediate,Intermediate,Data Scientist
Intermediate,Beginner,Beginner,Excellent,Average,Intermediate,Not Interested,Excellent,Beginner,Not Interested,Excellent,Not Interested,Beginner,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Average,Average,Intermediate,Poor,Excellent,Intermediate,Not Interested,Excellent,Average,Beginner,Poor,API Specialist
Not Interested,Intermediate,Excellent,Average,Not Interested,Average,Beginner,Excellent,Not Interested,Not Interested,Beginner,Poor,Excellent,Poor,Cyber Security Specialist
Average,Poor,Beginner,Poor,Beginner,Average,Intermediate,Beginner,Excellent,Not Interested,Not Interested,Excellent,Excellent,Poor,Technical Writer
Not Interested,Average,Average,Intermediate,Poor,Not Interested,Excellent,Intermediate,Beginner,Beginner,Average,Not Interested,Not Interested,Poor,Hardware Engineer
Not Interested,Intermediate,Average,Excellent,Not Interested,Beginner,Average,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Networking Engineer
Intermediate,Not Interested,Beginner,Average,Excellent,Intermediate,Beginner,Excellent,Not Interested,Not Interested,Excellent,Average,Intermediate,Not Interested,Software Developer
Not Interested,Average,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Poor,Networking Engineer
Excellent,Not Interested,Average,Not Interested,Not Interested,Excellent,Intermediate,Excellent,Not Interested,Excellent,Excellent,Not Interested,Not Interested,Average,AI ML Specialist
Poor,Beginner,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Intermediate,Not Interested,Not Interested,Excellent,Intermediate,Not Interested,Not Interested,Software Tester
Not Interested,Excellent,Not Interested,Average,Beginner,Average,Not Interested,Average,Beginner,Poor,Average,Beginner,Not Interested,Not Interested,Hardware Engineer
Beginner,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Poor,Poor,Not Interested,Not Interested,Poor,Beginner,Excellent,Graphics Designer
Not Interested,Intermediate,Not Interested,Intermediate,Not Interested,Poor,Average,Average,Average,Not Interested,Not Interested,Beginner,Poor,Not Interested,Networking Engineer
Beginner,Not Interested,Poor,Poor,Not Interested,Poor,Excellent,Not Interested,Excellent,Not Interested,Intermediate,Excellent,Intermediate,Not Interested,Business Analyst
Not Interested,Poor,Not Interested,Intermediate,Intermediate,Excellent,Poor,Intermediate,Not Interested,Beginner,Not Interested,Not Interested,Beginner,Beginner,Software Developer
Not Interested,Not Interested,Beginner,Average,Poor,Poor,Excellent,Intermediate,Excellent,Beginner,Beginner,Excellent,Excellent,Not Interested,Project Manager
Not Interested,Not Interested,Not Interested,Not Interested,Average,Excellent,Not Interested,Intermediate,Intermediate,Not Interested,Intermediate,Beginner,Not Interested,Average,Software Developer
Not Interested,Not Interested,Poor,Not Interested,Not Interested,Poor,Intermediate,Poor,Intermediate,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Customer Service Executive
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Poor,Average,Excellent,Excellent,Graphics Designer
Beginner,Poor,Poor,Not Interested,Average,Excellent,Not Interested,Average,Intermediate,Average,Average,Average,Average,Beginner,AI ML Specialist
Beginner,Average,Not Interested,Not Interested,Beginner,Poor,Poor,Average,Not Interested,Not Interested,Average,Beginner,Average,Poor,API Specialist
Not Interested,Not Interested,Not Interested,Poor,Excellent,Not Interested,Not Interested,Excellent,Beginner,Not Interested,Excellent,Intermediate,Not Interested,Not Interested,Software Tester
Beginner,Not Interested,Poor,Beginner,Not Interested,Poor,Not Interested,Intermediate,Excellent,Not Interested,Poor,Not Interested,Excellent,Beginner,Helpdesk Engineer
Beginner,Not Interested,Not Interested,Not Interested,Poor,Poor,Intermediate,Beginner,Excellent,Not Interested,Average,Not Interested,Excellent,Not Interested,Project Manager
Beginner,Beginner,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Intermediate,Beginner,Intermediate,Beginner,Average,Poor,Not Interested,AI ML Specialist
Average,Not Interested,Beginner,Average,Not Interested,Not Interested,Not Interested,Excellent,Excellent,Not Interested,Beginner,Not Interested,Average,Not Interested,Application Support Engineer
Not Interested,Poor,Beginner,Not Interested,Average,Excellent,Average,Average,Not Interested,Average,Not Interested,Average,Average,Not Interested,Software Developer
Average,Not Interested,Not Interested,Not Interested,Average,Average,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Beginner,Poor,Not Interested,Software Tester
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Average,Average,Excellent,Intermediate,Excellent,Poor,Excellent,Average,Poor,AI ML Specialist
Average,Poor,Intermediate,Not Interested,Intermediate,Beginner,Not Interested,Intermediate,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Poor,Not Interested,Poor,Not Interested,Beginner,Average,Poor,Intermediate,Not Interested,Poor,Beginner,Excellent,Excellent,Graphics Designer
Average,Beginner,Not Interested,Not Interested,Beginner,Average,Poor,Average,Average,Intermediate,Average,Beginner,Beginner,Beginner,Data Scientist
Average,Not Interested,Not Interested,Beginner,Beginner,Average,Intermediate,Beginner,Intermediate,Poor,Poor,Excellent,Excellent,Not Interested,Business Analyst
Intermediate,Beginner,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Intermediate,Average,Poor,Not Interested,Average,Not Interested,Not Interested,Information Security Specialist
Poor,Average,Average,Poor,Intermediate,Intermediate,Beginner,Average,Average,Excellent,Poor,Beginner,Beginner,Average,Data Scientist
Intermediate,Poor,Beginner,Not Interested,Excellent,Intermediate,Beginner,Excellent,Average,Poor,Intermediate,Not Interested,Not Interested,Poor,Software Tester
Poor,Poor,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Poor,Not Interested,Not Interested,Poor,Poor,Beginner,Not Interested,API Specialist
Intermediate,Intermediate,Excellent,Intermediate,Beginner,Beginner,Poor,Excellent,Intermediate,Not Interested,Average,Not Interested,Average,Poor,Cyber Security Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Intermediate,Excellent,Graphics Designer
Intermediate,Beginner,Not Interested,Not Interested,Poor,Poor,Excellent,Average,Intermediate,Poor,Average,Not Interested,Intermediate,Not Interested,Project Manager
Beginner,Not Interested,Beginner,Beginner,Beginner,Not Interested,Not Interested,Beginner,Average,Not Interested,Poor,Beginner,Average,Not Interested,Application Support Engineer
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Average,Not Interested,Intermediate,Beginner,Average,Average,Poor,Data Scientist
Beginner,Not Interested,Average,Not Interested,Average,Average,Poor,Intermediate,Poor,Poor,Not Interested,Average,Not Interested,Not Interested,Software Developer
Intermediate,Average,Intermediate,Beginner,Intermediate,Excellent,Average,Excellent,Average,Not Interested,Not Interested,Not Interested,Beginner,Poor,Software Developer
Not Interested,Excellent,Not Interested,Average,Poor,Beginner,Beginner,Intermediate,Poor,Beginner,Not Interested,Beginner,Beginner,Not Interested,Hardware Engineer
Not Interested,Excellent,Not Interested,Intermediate,Not Interested,Excellent,Intermediate,Excellent,Beginner,Beginner,Beginner,Beginner,Average,Average,Hardware Engineer
Beginner,Not Interested,Not Interested,Excellent,Not Interested,Beginner,Beginner,Not Interested,Excellent,Not Interested,Poor,Average,Excellent,Not Interested,Helpdesk Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Average,Poor,Intermediate,Not Interested,Excellent,Beginner,Average,Not Interested,Not Interested,AI ML Specialist
Not Interested,Poor,Not Interested,Not Interested,Average,Average,Excellent,Not Interested,Excellent,Not Interested,Poor,Intermediate,Excellent,Not Interested,Project Manager
Intermediate,Not Interested,Average,Intermediate,Beginner,Not Interested,Intermediate,Excellent,Excellent,Average,Not Interested,Average,Excellent,Not Interested,Helpdesk Engineer
Beginner,Average,Intermediate,Intermediate,Excellent,Average,Beginner,Excellent,Not Interested,Beginner,Average,Not Interested,Beginner,Not Interested,API Specialist
Excellent,Average,Beginner,Beginner,Not Interested,Average,Beginner,Average,Beginner,Intermediate,Average,Beginner,Intermediate,Not Interested,Data Scientist
Not Interested,Average,Poor,Beginner,Beginner,Not Interested,Not Interested,Average,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Hardware Engineer
Poor,Beginner,Poor,Poor,Not Interested,Average,Poor,Intermediate,Average,Intermediate,Average,Average,Beginner,Not Interested,Data Scientist
Not Interested,Not Interested,Beginner,Not Interested,Beginner,Intermediate,Beginner,Average,Excellent,Excellent,Not Interested,Not Interested,Intermediate,Not Interested,AI ML Specialist
Beginner,Excellent,Average,Average,Intermediate,Not Interested,Poor,Excellent,Not Interested,Poor,Average,Not Interested,Not Interested,Not Interested,Hardware Engineer
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Intermediate,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Project Manager
Beginner,Excellent,Excellent,Excellent,Beginner,Not Interested,Intermediate,Intermediate,Intermediate,Beginner,Average,Not Interested,Not Interested,Poor,Cyber Security Specialist
Not Interested,Not Interested,Intermediate,Excellent,Average,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Excellent,Excellent,Not Interested,Software Tester
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Average,Excellent,Not Interested,Beginner,Average,Excellent,Not Interested,Technical Writer
Poor,Average,Poor,Poor,Average,Intermediate,Beginner,Excellent,Beginner,Average,Intermediate,Average,Average,Not Interested,Data Scientist
Not Interested,Average,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Beginner,Beginner,Excellent,Poor,Helpdesk Engineer
Average,Intermediate,Average,Excellent,Not Interested,Not Interested,Beginner,Intermediate,Intermediate,Not Interested,Beginner,Poor,Beginner,Not Interested,Networking Engineer
Intermediate,Average,Beginner,Not Interested,Intermediate,Intermediate,Beginner,Excellent,Excellent,Intermediate,Average,Average,Intermediate,Poor,Data Scientist
Intermediate,Poor,Beginner,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Average,Beginner,Not Interested,Excellent,Not Interested,Not Interested,Business Analyst
Average,Not Interested,Not Interested,Poor,Average,Not Interested,Average,Excellent,Not Interested,Average,Excellent,Excellent,Average,Poor,Software Tester
Poor,Poor,Not Interested,Poor,Excellent,Intermediate,Poor,Intermediate,Average,Excellent,Average,Beginner,Intermediate,Beginner,AI ML Specialist
Average,Beginner,Beginner,Beginner,Average,Average,Excellent,Excellent,Average,Beginner,Intermediate,Excellent,Excellent,Beginner,Business Analyst
Not Interested,Average,Beginner,Excellent,Beginner,Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Average,Intermediate,Intermediate,Not Interested,Application Support Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Beginner,Not Interested,Poor,Average,Not Interested,Poor,Excellent,Intermediate,Poor,Software Tester
Not Interested,Not Interested,Intermediate,Average,Poor,Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Not Interested,Average,Intermediate,Not Interested,Information Security Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Average,Poor,Poor,Not Interested,Poor,Poor,Average,Excellent,Graphics Designer
Not Interested,Poor,Not Interested,Poor,Not Interested,Poor,Intermediate,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Intermediate,Average,Business Analyst
Average,Beginner,Average,Beginner,Average,Not Interested,Intermediate,Not Interested,Intermediate,Not Interested,Average,Excellent,Not Interested,Not Interested,Business Analyst
Not Interested,Poor,Poor,Poor,Beginner,Beginner,Excellent,Not Interested,Excellent,Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Project Manager
Average,Average,Not Interested,Average,Intermediate,Intermediate,Average,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Intermediate,Beginner,Software Tester
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Average,Not Interested,Intermediate,Excellent,Intermediate,Not Interested,Average,Intermediate,Poor,Data Scientist
Poor,Intermediate,Excellent,Excellent,Poor,Intermediate,Average,Beginner,Not Interested,Not Interested,Average,Poor,Intermediate,Not Interested,Networking Engineer
Excellent,Intermediate,Poor,Average,Excellent,Excellent,Not Interested,Excellent,Intermediate,Excellent,Excellent,Intermediate,Average,Beginner,AI ML Specialist
Not Interested,Beginner,Average,Average,Poor,Not Interested,Poor,Intermediate,Poor,Not Interested,Beginner,Poor,Average,Not Interested,Cyber Security Specialist
Poor,Not Interested,Not Interested,Not Interested,Average,Poor,Average,Beginner,Excellent,Not Interested,Poor,Average,Excellent,Poor,Technical Writer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Average,Beginner,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Software Tester
Poor,Not Interested,Poor,Not Interested,Beginner,Not Interested,Average,Not Interested,Beginner,Not Interested,Poor,Excellent,Excellent,Poor,Business Analyst
Beginner,Beginner,Not Interested,Not Interested,Average,Average,Not Interested,Excellent,Not Interested,Poor,Average,Not Interested,Beginner,Not Interested,Software Tester
Poor,Poor,Not Interested,Beginner,Beginner,Beginner,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Excellent,Average,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Beginner,Excellent,Poor,Intermediate,Excellent,Excellent,Not Interested,Business Analyst
Not Interested,Not Interested,Beginner,Poor,Not Interested,Beginner,Intermediate,Not Interested,Excellent,Poor,Not Interested,Excellent,Excellent,Not Interested,Business Analyst
Excellent,Not Interested,Not Interested,Excellent,Excellent,Excellent,Intermediate,Excellent,Intermediate,Not Interested,Excellent,Not Interested,Intermediate,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Beginner,Not Interested,Poor,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Software Developer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Excellent,Not Interested,Poor,Not Interested,Excellent,Beginner,Project Manager
Intermediate,Beginner,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Poor,Beginner,Excellent,Not Interested,Poor,Not Interested,Software Tester
Not Interested,Intermediate,Average,Average,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Intermediate,Poor,Helpdesk Engineer
Average,Not Interested,Beginner,Average,Not Interested,Not Interested,Intermediate,Excellent,Intermediate,Not Interested,Average,Not Interested,Excellent,Not Interested,Technical Writer
Not Interested,Average,Intermediate,Average,Beginner,Poor,Beginner,Average,Excellent,Poor,Not Interested,Average,Excellent,Poor,Helpdesk Engineer
Not Interested,Not Interested,Poor,Not Interested,Beginner,Not Interested,Excellent,Average,Average,Poor,Poor,Beginner,Intermediate,Not Interested,Project Manager
Beginner,Beginner,Not Interested,Beginner,Beginner,Average,Not Interested,Excellent,Intermediate,Excellent,Beginner,Average,Beginner,Beginner,AI ML Specialist
Not Interested,Not Interested,Poor,Not Interested,Intermediate,Intermediate,Not Interested,Average,Excellent,Not Interested,Intermediate,Excellent,Not Interested,Not Interested,Software Tester
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Graphics Designer
Not Interested,Not Interested,Poor,Not Interested,Poor,Not Interested,Average,Not Interested,Intermediate,Not Interested,Not Interested,Beginner,Excellent,Poor,Customer Service Executive
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Beginner,Not Interested,Not Interested,Not Interested,Average,Intermediate,Graphics Designer
Not Interested,Beginner,Not Interested,Not Interested,Intermediate,Beginner,Not Interested,Average,Not Interested,Intermediate,Not Interested,Not Interested,Average,Beginner,AI ML Specialist
Average,Average,Intermediate,Excellent,Beginner,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Information Security Specialist
Not Interested,Excellent,Beginner,Beginner,Poor,Poor,Average,Average,Not Interested,Not Interested,Beginner,Beginner,Average,Poor,Hardware Engineer
