Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Beginner,Intermediate,Not Interested,Intermediate,Average,Not Interested,Intermediate,Intermediate,Excellent,Beginner,Not Interested,Beginner,Excellent,Poor,IT Support
Not Interested,Average,Average,Intermediate,Not Interested,Intermediate,Poor,Intermediate,Average,Not Interested,Beginner,Not Interested,Average,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Intermediate,Poor,Excellent,Not Interested,Beginner,Not Interested,Average,Beginner,Not Interested,Poor,Beginner,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Excellent,Beginner,Average,Average,Not Interested,Beginner,Average,Excellent,Average,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Backend or databases
Not Interested,Beginner,Average,Average,Not Interested,Not Interested,Not Interested,Average,Excellent,Not Interested,Not Interested,Average,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Business Analyst
Beginner,Intermediate,Excellent,Excellent,Not Interested,Not Interested,Beginner,Intermediate,Excellent,Not Interested,Average,Not Interested,Not Interested,Poor,"Cyber Security, Administration or Networking"
Beginner,Excellent,Excellent,Intermediate,Not Interested,Not Interested,Average,Intermediate,Not Interested,Not Interested,Beginner,Poor,Not Interested,Beginner,"Cyber Security, Administration or Networking"
Intermediate,Poor,Average,Not Interested,Poor,Average,Not Interested,Average,Not Interested,Not Interested,Average,Poor,Average,Not Interested,Backend or databases
Not Interested,Intermediate,Intermediate,Intermediate,Beginner,Average,Average,Average,Intermediate,Not Interested,Poor,Excellent,Average,Poor,"Cyber Security, Administration or Networking"
Beginner,Not Interested,Excellent,Excellent,Beginner,Average,Average,Intermediate,Intermediate,Not Interested,Excellent,Not Interested,Not Interested,Poor,"Cyber Security, Administration or Networking"
Average,Poor,Average,Not Interested,Beginner,Beginner,Poor,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Backend or databases
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Beginner,Intermediate,Poor,Not Interested,Average,Not Interested,Poor,Not Interested,Software Tester
Poor,Beginner,Poor,Not Interested,Average,Not Interested,Beginner,Not Interested,Average,Not Interested,Beginner,Beginner,Intermediate,Intermediate,Frontend or Graphics Designer
Average,Not Interested,Beginner,Not Interested,Poor,Not Interested,Beginner,Poor,Poor,Not Interested,Beginner,Beginner,Not Interested,Poor,Backend or databases
Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Intermediate,Not Interested,Excellent,Excellent,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Excellent,Poor,IT Support
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Not Interested,Not Interested,Average,Excellent,Frontend or Graphics Designer
Average,Not Interested,Beginner,Average,Not Interested,Average,Intermediate,Not Interested,Average,Not Interested,Average,Excellent,Excellent,Not Interested,Business Analyst
Beginner,Not Interested,Poor,Beginner,Poor,Poor,Average,Average,Intermediate,Not Interested,Not Interested,Average,Intermediate,Beginner,IT Support
Not Interested,Beginner,Not Interested,Average,Average,Not Interested,Average,Intermediate,Poor,Poor,Excellent,Average,Average,Not Interested,Software Tester
Not Interested,Poor,Not Interested,Not Interested,Poor,Beginner,Not Interested,Average,Not Interested,Average,Beginner,Beginner,Beginner,Not Interested,"Data Science, ML or AI"
Beginner,Average,Not Interested,Poor,Beginner,Beginner,Poor,Intermediate,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Software Engineer
Not Interested,Not Interested,Poor,Beginner,Beginner,Not Interested,Not Interested,Poor,Intermediate,Not Interested,Poor,Not Interested,Intermediate,Not Interested,IT Support
Average,Poor,Poor,Beginner,Beginner,Poor,Average,Average,Poor,Beginner,Not Interested,Average,Average,Not Interested,Business Analyst
Excellent,Beginner,Intermediate,Not Interested,Poor,Not Interested,Beginner,Intermediate,Not Interested,Poor,Beginner,Beginner,Intermediate,Not Interested,Backend or databases
Not Interested,Not Interested,Intermediate,Excellent,Beginner,Intermediate,Average,Intermediate,Average,Not Interested,Average,Not Interested,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Not Interested,Not Interested,Average,Poor,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Not Interested,Average,Poor,Not Interested,Intermediate,Poor,Intermediate,Excellent,Average,Not Interested,Intermediate,Excellent,Not Interested,Not Interested,Business Analyst
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Average,Not Interested,Not Interested,Poor,Average,Average,Frontend or Graphics Designer
Average,Not Interested,Excellent,Excellent,Not Interested,Intermediate,Average,Excellent,Average,Beginner,Beginner,Beginner,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Beginner,Not Interested,Poor,Not Interested,Not Interested,Poor,Beginner,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Hardware Engineer
Excellent,Not Interested,Excellent,Not Interested,Poor,Beginner,Average,Excellent,Average,Not Interested,Intermediate,Beginner,Average,Not Interested,Backend or databases
Excellent,Not Interested,Not Interested,Not Interested,Average,Poor,Not Interested,Excellent,Average,Beginner,Average,Beginner,Excellent,Poor,IT Support
Not Interested,Poor,Average,Not Interested,Excellent,Excellent,Beginner,Intermediate,Not Interested,Beginner,Intermediate,Intermediate,Average,Beginner,Software Engineer
Excellent,Average,Intermediate,Average,Average,Average,Average,Excellent,Beginner,Not Interested,Average,Average,Not Interested,Poor,Backend or databases
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Beginner,Average,Excellent,Frontend or Graphics Designer
Average,Average,Not Interested,Not Interested,Average,Beginner,Poor,Excellent,Beginner,Average,Intermediate,Not Interested,Intermediate,Beginner,"Data Science, ML or AI"
Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Intermediate,Poor,Intermediate,Not Interested,Not Interested,Beginner,Intermediate,Excellent,Frontend or Graphics Designer
Not Interested,Beginner,Poor,Not Interested,Intermediate,Intermediate,Poor,Intermediate,Average,Not Interested,Excellent,Beginner,Intermediate,Beginner,Software Engineer
Average,Average,Beginner,Poor,Poor,Not Interested,Intermediate,Average,Average,Beginner,Beginner,Average,Not Interested,Not Interested,Business Analyst
Poor,Not Interested,Not Interested,Not Interested,Average,Poor,Beginner,Not Interested,Intermediate,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Business Analyst
Not Interested,Intermediate,Excellent,Excellent,Poor,Beginner,Intermediate,Average,Intermediate,Beginner,Beginner,Average,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Poor,Beginner,Not Interested,Poor,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Not Interested,Beginner,Poor,Software Tester
Beginner,Intermediate,Intermediate,Excellent,Intermediate,Excellent,Intermediate,Excellent,Intermediate,Beginner,Intermediate,Excellent,Excellent,Average,Hardware Engineer
Not Interested,Average,Average,Average,Poor,Beginner,Not Interested,Beginner,Beginner,Not Interested,Average,Not Interested,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Average,Not Interested,Not Interested,Not Interested,Average,Beginner,Poor,Average,Not Interested,Poor,Average,Average,Beginner,Not Interested,Software Tester
Poor,Intermediate,Poor,Average,Poor,Beginner,Average,Excellent,Not Interested,Poor,Poor,Poor,Beginner,Poor,Hardware Engineer
Beginner,Beginner,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Average,Intermediate,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,IT Support
Average,Average,Average,Average,Excellent,Excellent,Not Interested,Intermediate,Not Interested,Average,Excellent,Beginner,Not Interested,Poor,Software Engineer
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Average,Excellent,Not Interested,Not Interested,Average,Intermediate,Not Interested,IT Support
Average,Not Interested,Beginner,Average,Intermediate,Intermediate,Not Interested,Intermediate,Beginner,Average,Intermediate,Not Interested,Poor,Not Interested,Software Engineer
Beginner,Poor,Average,Beginner,Intermediate,Intermediate,Excellent,Intermediate,Excellent,Not Interested,Intermediate,Not Interested,Not Interested,Average,Software Tester
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Beginner,Beginner,Not Interested,Beginner,Not Interested,Average,Average,Not Interested,Poor,Software Tester
Not Interested,Poor,Not Interested,Average,Not Interested,Not Interested,Beginner,Beginner,Excellent,Not Interested,Not Interested,Beginner,Excellent,Not Interested,IT Support
Not Interested,Not Interested,Beginner,Not Interested,Average,Intermediate,Poor,Intermediate,Intermediate,Beginner,Excellent,Intermediate,Not Interested,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Beginner,Average,Intermediate,Average,Beginner,Beginner,Excellent,Not Interested,Average,Intermediate,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Intermediate,Excellent,Beginner,Not Interested,Intermediate,Excellent,Excellent,Not Interested,Excellent,Intermediate,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Average,Average,Beginner,Not Interested,Not Interested,Intermediate,Not Interested,Intermediate,Intermediate,Excellent,Beginner,Beginner,Average,Not Interested,"Data Science, ML or AI"
Beginner,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Average,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Excellent,Not Interested,Business Analyst
Not Interested,Excellent,Excellent,Excellent,Average,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Excellent,Beginner,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Intermediate,Poor,Average,Poor,Intermediate,Not Interested,IT Support
Not Interested,Average,Not Interested,Poor,Beginner,Intermediate,Average,Excellent,Beginner,Excellent,Average,Not Interested,Average,Poor,"Data Science, ML or AI"
Beginner,Intermediate,Intermediate,Excellent,Poor,Poor,Beginner,Excellent,Average,Not Interested,Poor,Poor,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Average,Beginner,Poor,Intermediate,Not Interested,Intermediate,Not Interested,Average,Poor,Beginner,Excellent,Intermediate,Poor,Business Analyst
Intermediate,Not Interested,Intermediate,Average,Excellent,Intermediate,Intermediate,Excellent,Average,Average,Not Interested,Not Interested,Excellent,Not Interested,Software Engineer
Excellent,Not Interested,Excellent,Intermediate,Average,Excellent,Average,Excellent,Intermediate,Not Interested,Excellent,Beginner,Beginner,Not Interested,Backend or databases
Excellent,Excellent,Excellent,Excellent,Intermediate,Intermediate,Intermediate,Excellent,Excellent,Not Interested,Intermediate,Beginner,Excellent,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Intermediate,Beginner,Excellent,Not Interested,Beginner,Not Interested,Intermediate,Average,Not Interested,Poor,Poor,Average,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Poor,Not Interested,Average,Intermediate,Average,Intermediate,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Software Engineer
Beginner,Poor,Not Interested,Not Interested,Intermediate,Average,Beginner,Intermediate,Not Interested,Average,Intermediate,Not Interested,Not Interested,Not Interested,Software Engineer
Excellent,Poor,Beginner,Not Interested,Not Interested,Average,Average,Average,Average,Not Interested,Not Interested,Not Interested,Average,Not Interested,Backend or databases
Not Interested,Poor,Excellent,Beginner,Not Interested,Poor,Not Interested,Excellent,Intermediate,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Intermediate,Intermediate,Beginner,Average,Excellent,Excellent,Beginner,Excellent,Intermediate,Average,Excellent,Intermediate,Intermediate,Average,Software Engineer
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Average,Intermediate,Beginner,Not Interested,Beginner,Intermediate,Not Interested,Not Interested,Business Analyst
Poor,Average,Not Interested,Average,Not Interested,Excellent,Intermediate,Intermediate,Intermediate,Excellent,Average,Not Interested,Average,Beginner,"Data Science, ML or AI"
Average,Average,Poor,Beginner,Excellent,Excellent,Beginner,Excellent,Intermediate,Average,Intermediate,Intermediate,Intermediate,Beginner,"Data Science, ML or AI"
Beginner,Not Interested,Beginner,Not Interested,Beginner,Average,Beginner,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Software Tester
Poor,Poor,Intermediate,Beginner,Beginner,Poor,Average,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Average,Excellent,Not Interested,Intermediate,Intermediate,Average,Not Interested,Excellent,Average,Beginner,Not Interested,Poor,Average,Not Interested,Hardware Engineer
Intermediate,Not Interested,Average,Beginner,Beginner,Average,Average,Intermediate,Not Interested,Not Interested,Not Interested,Intermediate,Average,Poor,Backend or databases
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Excellent,Not Interested,Not Interested,Average,Intermediate,Not Interested,IT Support
Intermediate,Poor,Poor,Not Interested,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Backend or databases
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Beginner,Average,Beginner,Poor,Intermediate,Average,Excellent,Frontend or Graphics Designer
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Average,Poor,Beginner,Average,Not Interested,Poor,Poor,Beginner,Not Interested,Software Engineer
Not Interested,Beginner,Not Interested,Not Interested,Average,Average,Not Interested,Average,Beginner,Average,Intermediate,Not Interested,Not Interested,Not Interested,Software Tester
Not Interested,Beginner,Average,Intermediate,Poor,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Intermediate,Beginner,Intermediate,Not Interested,Average,Beginner,Average,Intermediate,Not Interested,Poor,Not Interested,Poor,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Beginner,Not Interested,Poor,Not Interested,Poor,Beginner,Not Interested,Average,Poor,Not Interested,Beginner,Intermediate,Intermediate,Frontend or Graphics Designer
Excellent,Poor,Beginner,Not Interested,Poor,Poor,Beginner,Intermediate,Beginner,Not Interested,Poor,Not Interested,Beginner,Not Interested,Backend or databases
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Beginner,Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Intermediate,Frontend or Graphics Designer
Beginner,Poor,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Average,Beginner,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Software Engineer
Average,Average,Not Interested,Beginner,Not Interested,Average,Poor,Excellent,Beginner,Excellent,Excellent,Excellent,Intermediate,Beginner,"Data Science, ML or AI"
Beginner,Beginner,Excellent,Excellent,Not Interested,Average,Intermediate,Intermediate,Intermediate,Not Interested,Beginner,Beginner,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Poor,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Poor,Not Interested,Average,Not Interested,Poor,Intermediate,Excellent,Excellent,Frontend or Graphics Designer
Poor,Not Interested,Beginner,Average,Beginner,Beginner,Intermediate,Average,Excellent,Average,Not Interested,Average,Intermediate,Poor,"Data Science, ML or AI"
Not Interested,Excellent,Not Interested,Beginner,Not Interested,Beginner,Average,Intermediate,Not Interested,Not Interested,Average,Not Interested,Average,Not Interested,Hardware Engineer
Intermediate,Poor,Average,Beginner,Beginner,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Intermediate,Not Interested,Average,Not Interested,Backend or databases
Intermediate,Not Interested,Beginner,Poor,Poor,Poor,Excellent,Poor,Intermediate,Poor,Not Interested,Intermediate,Excellent,Beginner,Business Analyst
Not Interested,Excellent,Excellent,Excellent,Not Interested,Poor,Beginner,Average,Excellent,Poor,Average,Poor,Excellent,Beginner,"Cyber Security, Administration or Networking"
Intermediate,Not Interested,Not Interested,Not Interested,Average,Intermediate,Beginner,Average,Poor,Intermediate,Poor,Beginner,Average,Not Interested,"Data Science, ML or AI"
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Average,Beginner,Not Interested,Not Interested,Beginner,Average,Not Interested,IT Support
Not Interested,Beginner,Not Interested,Poor,Not Interested,Intermediate,Excellent,Beginner,Excellent,Poor,Not Interested,Intermediate,Excellent,Not Interested,Business Analyst
Poor,Not Interested,Beginner,Not Interested,Excellent,Not Interested,Intermediate,Average,Excellent,Poor,Intermediate,Excellent,Intermediate,Beginner,Software Tester
Not Interested,Beginner,Average,Excellent,Beginner,Not Interested,Intermediate,Excellent,Excellent,Poor,Average,Not Interested,Excellent,Not Interested,IT Support
Poor,Excellent,Excellent,Excellent,Intermediate,Not Interested,Average,Excellent,Average,Not Interested,Intermediate,Poor,Beginner,Poor,Hardware Engineer
Average,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Excellent,Excellent,Not Interested,Intermediate,Not Interested,Intermediate,Not Interested,IT Support
Not Interested,Intermediate,Intermediate,Intermediate,Average,Beginner,Not Interested,Excellent,Excellent,Poor,Beginner,Poor,Excellent,Not Interested,IT Support
Not Interested,Poor,Not Interested,Poor,Beginner,Not Interested,Intermediate,Beginner,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Business Analyst
Average,Not Interested,Poor,Excellent,Intermediate,Average,Not Interested,Intermediate,Intermediate,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,IT Support
Intermediate,Not Interested,Beginner,Not Interested,Intermediate,Beginner,Average,Average,Average,Poor,Beginner,Excellent,Intermediate,Not Interested,Business Analyst
Beginner,Not Interested,Average,Beginner,Poor,Not Interested,Average,Beginner,Excellent,Not Interested,Average,Beginner,Excellent,Not Interested,IT Support
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Poor,Average,Average,Not Interested,Average,Average,Excellent,Not Interested,Software Tester
Not Interested,Intermediate,Beginner,Average,Not Interested,Not Interested,Not Interested,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Beginner,Poor,Average,Average,Not Interested,Excellent,Intermediate,Excellent,Excellent,Intermediate,Excellent,Not Interested,"Data Science, ML or AI"
Intermediate,Poor,Average,Not Interested,Beginner,Beginner,Average,Excellent,Average,Poor,Average,Beginner,Average,Poor,Backend or databases
Not Interested,Beginner,Not Interested,Average,Excellent,Intermediate,Not Interested,Excellent,Average,Average,Not Interested,Beginner,Beginner,Poor,Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Beginner,Poor,Not Interested,Not Interested,Beginner,Excellent,Excellent,Frontend or Graphics Designer
Excellent,Average,Average,Not Interested,Beginner,Beginner,Beginner,Excellent,Average,Beginner,Intermediate,Average,Not Interested,Beginner,Backend or databases
Poor,Not Interested,Not Interested,Poor,Not Interested,Intermediate,Excellent,Average,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Business Analyst
Intermediate,Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Intermediate,Excellent,Poor,Beginner,Not Interested,Excellent,Not Interested,IT Support
Average,Excellent,Excellent,Excellent,Average,Not Interested,Average,Excellent,Average,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Excellent,Not Interested,Intermediate,Not Interested,Beginner,Not Interested,Intermediate,Intermediate,Intermediate,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Backend or databases
Excellent,Average,Beginner,Average,Poor,Poor,Poor,Intermediate,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Backend or databases
Not Interested,Not Interested,Average,Not Interested,Excellent,Excellent,Intermediate,Excellent,Intermediate,Average,Excellent,Not Interested,Not Interested,Not Interested,Software Engineer
Not Interested,Poor,Intermediate,Average,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Not Interested,Not Interested,Average,Average,Poor,Average,Intermediate,Poor,Not Interested,Poor,Average,Not Interested,Software Engineer
Intermediate,Beginner,Not Interested,Poor,Average,Intermediate,Not Interested,Excellent,Excellent,Excellent,Average,Average,Average,Poor,"Data Science, ML or AI"
Excellent,Average,Excellent,Not Interested,Beginner,Average,Poor,Intermediate,Average,Not Interested,Intermediate,Not Interested,Poor,Not Interested,Backend or databases
Intermediate,Beginner,Not Interested,Beginner,Average,Excellent,Intermediate,Excellent,Intermediate,Excellent,Excellent,Average,Not Interested,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Beginner,Not Interested,Intermediate,Average,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Poor,Not Interested,Poor,Beginner,Not Interested,Excellent,Poor,Average,Average,Excellent,Average,Not Interested,"Data Science, ML or AI"
Not Interested,Beginner,Beginner,Not Interested,Poor,Not Interested,Average,Beginner,Poor,Not Interested,Not Interested,Not Interested,Average,Excellent,Frontend or Graphics Designer
Intermediate,Average,Average,Intermediate,Poor,Beginner,Beginner,Excellent,Intermediate,Not Interested,Intermediate,Average,Not Interested,Poor,Backend or databases
Poor,Not Interested,Not Interested,Beginner,Average,Intermediate,Poor,Excellent,Not Interested,Beginner,Beginner,Average,Beginner,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Beginner,Excellent,Excellent,Not Interested,Excellent,Not Interested,Poor,Not Interested,Average,Intermediate,Not Interested,Software Engineer
Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Intermediate,Beginner,Not Interested,Beginner,Beginner,Excellent,Not Interested,"Cyber Security, Administration or Networking"
Excellent,Not Interested,Beginner,Intermediate,Not Interested,Poor,Not Interested,Average,Beginner,Poor,Not Interested,Beginner,Poor,Not Interested,Backend or databases
Average,Not Interested,Not Interested,Poor,Average,Average,Not Interested,Excellent,Not Interested,Average,Average,Beginner,Average,Beginner,"Data Science, ML or AI"
Average,Beginner,Not Interested,Poor,Average,Average,Poor,Average,Not Interested,Average,Average,Average,Average,Poor,"Data Science, ML or AI"
Not Interested,Beginner,Not Interested,Poor,Average,Beginner,Average,Beginner,Average,Poor,Intermediate,Intermediate,Excellent,Not Interested,Business Analyst
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Not Interested,Poor,Intermediate,Frontend or Graphics Designer
Excellent,Beginner,Excellent,Poor,Average,Beginner,Excellent,Excellent,Intermediate,Not Interested,Average,Not Interested,Intermediate,Not Interested,Backend or databases
Excellent,Average,Average,Intermediate,Beginner,Not Interested,Not Interested,Excellent,Beginner,Not Interested,Intermediate,Average,Not Interested,Poor,Backend or databases
Not Interested,Poor,Average,Average,Poor,Poor,Beginner,Average,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Excellent,Beginner,Average,Average,Intermediate,Not Interested,Average,Beginner,Not Interested,Not Interested,Beginner,Average,Beginner,Not Interested,Backend or databases
Not Interested,Not Interested,Not Interested,Poor,Beginner,Average,Not Interested,Average,Not Interested,Poor,Beginner,Not Interested,Not Interested,Not Interested,Software Engineer
Average,Poor,Not Interested,Average,Not Interested,Not Interested,Excellent,Average,Average,Average,Not Interested,Excellent,Not Interested,Poor,Business Analyst
Intermediate,Poor,Average,Not Interested,Intermediate,Intermediate,Poor,Intermediate,Not Interested,Not Interested,Excellent,Beginner,Excellent,Poor,Software Engineer
Not Interested,Excellent,Beginner,Intermediate,Intermediate,Intermediate,Not Interested,Excellent,Intermediate,Poor,Not Interested,Not Interested,Beginner,Beginner,Hardware Engineer
Average,Average,Average,Not Interested,Beginner,Average,Average,Intermediate,Intermediate,Not Interested,Beginner,Average,Excellent,Poor,IT Support
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Software Tester
Poor,Beginner,Not Interested,Not Interested,Intermediate,Average,Not Interested,Excellent,Not Interested,Intermediate,Average,Average,Beginner,Not Interested,"Data Science, ML or AI"
Intermediate,Not Interested,Excellent,Intermediate,Excellent,Excellent,Intermediate,Excellent,Not Interested,Not Interested,Excellent,Intermediate,Excellent,Average,Software Engineer
Poor,Excellent,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Intermediate,Average,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Hardware Engineer
Not Interested,Not Interested,Poor,Not Interested,Beginner,Average,Average,Intermediate,Beginner,Not Interested,Intermediate,Not Interested,Average,Not Interested,Software Tester
Beginner,Not Interested,Beginner,Average,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Poor,Not Interested,Excellent,Not Interested,IT Support
Average,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Average,Intermediate,Excellent,Not Interested,Beginner,Poor,Average,Not Interested,Backend or databases
Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Excellent,Beginner,Excellent,Intermediate,Excellent,Beginner,Excellent,Average,Poor,"Data Science, ML or AI"
Not Interested,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Average,Intermediate,Intermediate,Average,Poor,Average,Poor,Average,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,"Cyber Security, Administration or Networking"
Excellent,Excellent,Excellent,Not Interested,Excellent,Excellent,Poor,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Poor,Software Engineer
Not Interested,Poor,Average,Excellent,Not Interested,Beginner,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Beginner,Intermediate,Intermediate,Average,Excellent,Excellent,Average,Intermediate,Average,Excellent,Intermediate,Intermediate,Excellent,Not Interested,"Data Science, ML or AI"
Not Interested,Poor,Intermediate,Excellent,Poor,Poor,Not Interested,Average,Average,Not Interested,Not Interested,Beginner,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Intermediate,Average,Beginner,Excellent,Beginner,Average,Not Interested,Excellent,Excellent,Not Interested,Poor,Poor,Intermediate,Not Interested,IT Support
Not Interested,Not Interested,Poor,Beginner,Beginner,Excellent,Not Interested,Excellent,Not Interested,Beginner,Not Interested,Not Interested,Intermediate,Poor,"Data Science, ML or AI"
Intermediate,Poor,Not Interested,Average,Average,Intermediate,Average,Intermediate,Beginner,Beginner,Not Interested,Average,Average,Not Interested,Software Engineer
Not Interested,Not Interested,Intermediate,Beginner,Excellent,Intermediate,Beginner,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Not Interested,Average,Software Engineer
Not Interested,Average,Beginner,Poor,Beginner,Poor,Not Interested,Excellent,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Hardware Engineer
